dataset_id,review_scope,logical_families,physical_member_count,observations,main_baseline_crosswalk,main_dataset_or_similar_visible,jkobject_dataset_visible,branch_disposition,duplicate_newness_status,strict_obs_validated,strict_var_validated,chunks_or_structure_validated,cleaning_validated,lamin_registered,in_versioned_collection,entirely_validated,entirely_validated_main_existing_dataset,entirely_validated_jkobject_addition,missing_requirements,next_review_focus,source_completion_state,evidence,aliases,scoped_scientific_validation_accepted,accepted_wave,accepted_wave_scoped_validation,accepted_wave_head,producer_task_id,reviewer_task_id,scientific_modality,experimental_axes,outcomes_endpoints,annotation_level,source_evidence,scientific_contract_documented,scientific_contract_bound,payload_prefixes,structured_payload_evidence,processing_decision_notebook_present,processing_decision_notebook,processing_decision_notebook_path,canonical_data_cleaned_payload,accepted_head_integrated,staging_decommissioned_with_receipt,inventory_docs_same_snapshot_accepted,exact_head_inventory_pr_merged
geo/GSE229505,strict_real_dataset_curation_70,"[""prism_collection/GSE229505""]",26,126495,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
geo/GSE236304,strict_real_dataset_curation_70,"[""prism_collection/GSE236304""]",1,25220,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
geo/GSE250378,strict_real_dataset_curation_70,"[""prism_collection/GSE250378""]",1,141290,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
geo/GSE261283,strict_real_dataset_curation_70,"[""prism_collection/GSE261283""]",1,33038,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
geo/GSE263747,strict_real_dataset_curation_70,"[""prism_collection/GSE263747""]",1,44178,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
ginkgo/vcpi,strict_real_dataset_curation_70,"[""ginkgo-datapoints/vcpi""]",1,11808,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,True,False,False,False,True,True,False,False,False,var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,var_validation_or_NA_disposition,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
lincs/phase1,strict_real_dataset_curation_70,"[""lincs/phase1/Level2_GEX_delta_n49216x978"",""lincs/phase1/Level2_GEX_epsilon_n1269922x978""]",2,1319138,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
lincs/phase2,strict_real_dataset_curation_70,"[""lincs/phase2/Level2_GEX_all_n537590x978""]",1,537590,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,True,False,False,False,True,True,False,False,False,var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,var_validation_or_NA_disposition,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
SchiebingerLander2019,strict_real_dataset_curation_70,"[""SchiebingerLander2019""]",1,327494,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,True,True,True,True,True,True,False,False,False,scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,scientific_contract_evidence,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],True,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/adamson16,strict_real_dataset_curation_70,"[""scperturb/adamson16_GSM2406675_10X001"",""scperturb/adamson16_GSM2406677_10X005"",""scperturb/adamson16_GSM2406681_10X010""]",3,86111,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,True,True,True,True,True,True,False,False,False,scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,scientific_contract_evidence,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],True,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/aissa21,strict_real_dataset_curation_70,"[""scperturb/aissa21""]",1,119071,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/chang22,strict_real_dataset_curation_70,"[""scperturb/chang22""]",1,42277,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,True,True,True,True,True,True,False,False,False,scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,scientific_contract_evidence,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],True,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/datlinger17,strict_real_dataset_curation_70,"[""scperturb/datlinger17""]",1,5905,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,True,True,True,True,True,True,False,False,False,scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,scientific_contract_evidence,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],True,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/datlinger21,strict_real_dataset_curation_70,"[""scperturb/datlinger21""]",1,39194,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/dixit16,strict_real_dataset_curation_70,"[""prism_collection/GSE90063_mouse"",""scperturb/dixit16_K562_TFs_13_days"",""scperturb/dixit16_K562_TFs_7_days"",""scperturb/dixit16_K562_TFs_High_MOI""]",4,170019,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/frangieh21,strict_real_dataset_curation_70,"[""scperturb/frangieh21""]",1,218331,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/gehring-pachter-2019,strict_real_dataset_curation_70,"[""scperturb/records/13350497/files/GehringPachter2019""]",1,20382,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/mcfarland20,strict_real_dataset_curation_70,"[""scperturb/mcfarland20""]",1,182875,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/nadig24,strict_real_dataset_curation_70,"[""prism_collection/GSE264667"",""scperturb/nadig24_hepg2"",""scperturb/nadig24_jurkat""]",84,816858,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/norman19,strict_real_dataset_curation_70,"[""prism_collection/GSE133344"",""scperturb/norman19""]",2,222890,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/papalexi21,strict_real_dataset_curation_70,"[""papalexi_eccite_merged"",""prism_collection/GSE153056"",""scperturb/papalexi21_eccite_RNA"",""scperturb/papalexi21_eccite_arrayed_RNA""]",4,80155,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/replogle22,strict_real_dataset_curation_70,"[""prism_collection/GSE146194"",""scperturb/replogle22_K562_essential"",""scperturb/replogle22_K562_gwps"",""scperturb/replogle22_RPE1""]",55,2807550,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/shifrut18,strict_real_dataset_curation_70,"[""scperturb/shifrut18""]",1,52236,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/srivatsan20,strict_real_dataset_curation_70,"[""scperturb/srivatsan20_sciplex2"",""scperturb/srivatsan20_sciplex3""]",2,823579,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/sunshine23,strict_real_dataset_curation_70,"[""prism_collection/GSE208240"",""scperturb/sunshine23""]",75,164369,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/tian19,strict_real_dataset_curation_70,"[""prism_collection/GSE124703"",""scperturb/tian19_day7neuron"",""scperturb/tian19_iPSC""]",3,483458,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/tian21,strict_real_dataset_curation_70,"[""scperturb/tian21_CRISPRa"",""scperturb/tian21_CRISPRi""]",2,53493,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/wessels22,strict_real_dataset_curation_70,"[""scperturb/wessels22""]",1,30707,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/xie-hon-2017,strict_real_dataset_curation_70,"[""scperturb/records/13350497/files/XieHon2017""]",1,13283,False,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/xu23,strict_real_dataset_curation_70,"[""scperturb/xu23""]",1,98315,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
scperturb/zhao21,strict_real_dataset_curation_70,"[""scperturb/zhao21""]",1,165748,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
tahoe100m/2025-02-25,strict_real_dataset_curation_70,"[""tahoe100m/2025-02-25/plate10_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate11_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate12_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate13_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate14_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate1_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate2_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate3_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate4_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate5_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate6_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate7_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate8_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab"",""tahoe100m/2025-02-25/plate9_filt_Vevo_Tahoe100M_WServicesFrom_ParseGigalab""]",14,100648790,True,True,True,main_existing_with_jkobject_review_or_revision,already_on_or_similar_to_main,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,current_strict_ledger_override_of_2026-07-17_crosswalk,TODO.md/current-status strict OBS+VAR ledgers; 2026-07-29 bounded live main/jkobject key readback; final_real_dataset_obs_var_20260717.tsv,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
